river	geom
Smith River 29	"LINESTRING ZM (-79.908022563 36.688194034 0 99.999953,-79.90634463 36.686545901 0 92.344153,-79.905718962 36.6856761 0 88.733253,-79.905150229 36.6850350340001 0 85.903053,-79.904297162 36.6843026330001 0 82.295853,-79.901453761 36.682196833 0 71.120653,-79.9009704279999 36.6816016330001 0 68.565953,-79.900145627 36.6798386990001 0 61.798453,-79.8983829599999 36.6783278990001 0 54.351353,-79.897785826 36.677618298 0 51.272053,-79.8976435599999 36.6769772980001 0 48.932853,-79.89767176 36.6762216990001 0 46.217353,-79.897870559 36.6754888990001 0 43.522853,-79.898666159 36.674206698 0 38.373753,-79.89869456 36.6740234980001 0 37.710553,-79.899035426 36.673657098 0 36.065853,-79.8995185589999 36.673428098 0 34.443853,-79.90025776 36.673496631 0 32.291053,-79.902162227 36.6741602980001 0 26.287253,-79.903157161 36.6743890320001 0 23.293653,-79.9053172279999 36.6744114310001 0 17.043553,-79.9059426279999 36.674548698 0 15.168053,-79.907989363 36.6754182980001 0 8.472953,-79.909495829 36.6755324320001 0 4.095153,-79.9099505629999 36.6754178310001 0 2.716653,-79.910291563 36.6752116980001 0 1.483053,-79.9105757629999 36.674868098 0 -4.69999999950232e-005)"
Smith River 30	"LINESTRING ZM (-79.919537034 36.690640634 0 99.999953,-79.9183714329999 36.6904807010001 0 90.450153,-79.9170636329999 36.6904811 0 79.887453,-79.915414965 36.690687634 0 66.411553,-79.914050365 36.6907797010001 0 55.351553,-79.913453365 36.690642434 0 50.337053,-79.912259164 36.6901162340001 0 39.342353,-79.9101264299999 36.6890177010001 0 18.894353,-79.908022563 36.688194034 0 -4.69999999950232e-005)"
Smith River 31	"LINESTRING ZM (-79.933161838 36.7010070360001 0 99.999953,-79.933048038 36.7009384360001 0 99.257953,-79.932678171 36.700366236 0 95.075853,-79.932136971 36.6990155020001 0 85.874353,-79.931738438 36.6984204350001 0 81.491153,-79.92892277 36.6968419020001 0 63.581253,-79.926448169 36.695194434 0 46.819553,-79.9259360359999 36.6947138350001 0 42.713953,-79.923746035 36.693180501 0 27.563853,-79.921556234 36.6919679010001 0 13.689853,-79.919679367 36.6908237010001 0 1.400253,-79.919537034 36.690640634 0 -4.69999999950232e-005)"
Smith River 32	"LINESTRING ZM (-79.933389838 36.701831236 0 99.999953,-79.933389639 36.701556436 0 67.822153,-79.933161838 36.7010070360001 0 -4.69999999950232e-005)"
Smith River 33	"LINESTRING ZM (-79.9384027739999 36.713368238 0 99.999953,-79.9381183739999 36.713208105 0 97.748153,-79.93734964 36.7120408380001 0 87.099953,-79.936865373 36.710873437 0 77.180153,-79.93669464 36.7107132370001 0 75.478953,-79.9358685719999 36.7088132380001 0 59.254453,-79.935327039 36.7070505040001 0 44.619153,-79.934927573 36.705104503 0 28.722153,-79.934272372 36.7031816360001 0 12.651653,-79.933617439 36.7019226360001 0 1.650453,-79.933389838 36.701831236 0 -4.69999999950232e-005)"
Smith River 34	"LINESTRING ZM (-79.939830975 36.721724506 0 99.999953,-79.9399150409999 36.72000724 0 80.419353,-79.939829574 36.7198470390001 0 78.432953,-79.9398857749999 36.7187251060001 0 65.640053,-79.940197374 36.717168105 0 47.671853,-79.940225041 36.716298038 0 37.755653,-79.940110975 36.715771438 0 31.665353,-79.9397977739999 36.715313705 0 25.711553,-79.939256975 36.7146958380001 0 17.100053,-79.93845984 36.7135513050001 0 2.150353,-79.9384027739999 36.713368238 0 -4.69999999950232e-005)"
Smith River 35	"LINESTRING ZM (-79.950530579 36.72815244 0 99.999953,-79.9499329779999 36.7277177070001 0 94.484153,-79.9493638449999 36.7275349070001 0 90.288153,-79.9469745769999 36.7273759070001 0 73.871653,-79.946035643 36.727033041 0 66.811453,-79.945409244 36.7263693080001 0 59.720253,-79.944953643 36.72556824 0 52.224853,-79.944525843 36.7242406400001 0 40.556253,-79.944098776 36.72362264 0 34.539853,-79.9435295759999 36.7231421070001 0 28.891153,-79.943074376 36.7229363070001 0 25.315953,-79.941737242 36.7226623070001 0 15.867253,-79.940570975 36.722342306 0 7.429353,-79.940001841 36.7219762400001 0 2.440453,-79.939830975 36.721724506 0 -4.69999999950232e-005)"
Smith River 36	"LINESTRING ZM (-79.949708444 36.7311751080001 0 99.999953,-79.9503328449999 36.7297093070001 0 50.485053,-79.950587978 36.7287247080001 0 18.345853,-79.950530579 36.72815244 0 -4.69999999950232e-005)"
Smith River 37	"LINESTRING ZM (-79.950906045 36.734517242 0 99.999953,-79.950507645 36.734242642 0 88.780053,-79.950023645 36.7338079080001 0 73.265853,-79.9496816449999 36.733121242 0 53.603753,-79.949595178 36.731770442 0 17.653953,-79.9495095779999 36.731541442 0 11.298053,-79.949566245 36.7312667080001 0 3.896053,-79.949708444 36.7311751080001 0 -4.69999999950232e-005)"
Smith River 38	"LINESTRING ZM (-79.9656780509999 36.7425210430001 0 99.999953,-79.9655357839999 36.74247531 0 99.156753,-79.96490905 36.74178891 0 93.331053,-79.963285849 36.740256109 0 79.557053,-79.9615776489999 36.7388377090001 0 66.047353,-79.960638449 36.738380309 0 60.004953,-79.9582478469999 36.7373287090001 0 45.009253,-79.95483318 36.736277709 0 24.886353,-79.952983246 36.735225642 0 12.417853,-79.950906045 36.734517242 0 -4.69999999950232e-005)"
Smith River 39	"LINESTRING ZM (-79.970749052 36.7487449110001 0 99.999953,-79.967502785 36.746045644 0 51.097953,-79.966904584 36.7454050440001 0 40.665953,-79.9662489839999 36.744306443 0 24.799553,-79.966191651 36.74398591 0 20.583553,-79.9661062499999 36.7439402430001 0 19.509353,-79.966106184 36.7437800430001 0 17.423653,-79.966020784 36.7437342430001 0 16.348553,-79.9659346509999 36.7430474440001 0 7.361653,-79.9656780509999 36.7425210430001 0 -4.69999999950232e-005)"
Smith River 40	"LINESTRING ZM (-79.978187588 36.7502959110001 0 99.999953,-79.977721388 36.75013611 0 93.548753,-79.976724987 36.7497248440001 0 79.291953,-79.975729053 36.749611111 0 66.485653,-79.9748186529999 36.749657644 0 54.871953,-79.974533987 36.74958911 0 51.089153,-79.973595186 36.7496128440001 0 39.131353,-79.9728553859999 36.749544644 0 29.651353,-79.970749052 36.7487449110001 0 -4.69999999950232e-005)"
Smith River 41	"LINESTRING ZM (-79.987327857 36.755462245 0 99.999953,-79.98581819 36.7543646450001 0 81.935153,-79.9833695899999 36.7532449120001 0 56.929653,-79.9800953879999 36.7515536450001 0 22.384753,-79.978187454 36.7504104440001 0 1.263853,-79.978187588 36.7502959110001 0 -4.69999999950232e-005)"
Smith River 42	"LINESTRING ZM (-79.999767062 36.7703406470001 0 65.392753,-80.000491262 36.7704101140001 0 64.028153,-80.003252263 36.7702756480001 0 58.852853,-80.0037362639999 36.770092914 0 57.852553,-80.004363397 36.769475447 0 55.997953,-80.004706063 36.7686974470001 0 54.078153,-80.004736263 36.7675986470001 0 51.521853,-80.004452597 36.7670718460001 0 50.186553,-80.004396264 36.766751313 0 49.433553,-80.004169464 36.766178913 0 48.036253,-80.004027397 36.7660413130001 0 47.620253,-80.003630463 36.765148647 0 45.415053,-80.003317796 36.7648736460001 0 44.548253,-80.002862463 36.7648273130001 0 43.689453,-80.0013236619999 36.7661754470001 0 39.432453,-80.000611663 36.7664723130001 0 37.931853,-79.999767062 36.766471247 0 36.351553)"
Smith River 43	"LINESTRING ZM (-79.999767062 36.766471247 0 36.351553,-79.999494996 36.766517247 0 35.831353,-79.997501595 36.765648647 0 31.589553,-79.996703995 36.7651453130001 0 29.692753,-79.996390461 36.764802113 0 28.702153,-79.996019394 36.7640924460001 0 26.911453,-79.9957335939999 36.763222247 0 24.817953,-79.9952766599999 36.762168913 0 22.223053,-79.99473506 36.761573646 0 20.507253,-79.994135993 36.760543312 0 17.861553,-79.993222993 36.7590319120001 0 13.953053,-79.9924535929999 36.758230645 0 11.597953,-79.991285792 36.7574066450001 0 8.691353,-79.9881249919999 36.755759445 0 1.644053,-79.987327857 36.755462245 0 -4.69999999950232e-005)"
Smith River 44	"LINESTRING ZM (-79.988125259 36.7757244490001 0 99.999953,-79.987868592 36.7753126490001 0 98.928553,-79.986385992 36.773528249 0 93.936653,-79.9862432589999 36.7732535160001 0 93.244053,-79.986213992 36.772726848 0 92.017853,-79.986355792 36.772360448 0 91.125253,-79.986753791 36.772062449 0 90.107953,-79.987635659 36.7717869150001 0 88.337953,-79.999767062 36.7703406470001 0 65.392753)"
Smith River 45	"LINESTRING ZM (-79.9886417929999 36.7787005160001 0 99.999953,-79.98858226 36.77696045 0 43.469453,-79.988239059 36.7757472490001 0 3.063453,-79.988125259 36.7757244490001 0 -4.69999999950232e-005)"
Smith River 46	"LINESTRING ZM (-79.9918137939999 36.787306318 0 99.999953,-79.9902758599999 36.786781252 0 86.229453,-79.98976306 36.7864382510001 0 80.732253,-79.989563394 36.7861408520001 0 77.268453,-79.98887726 36.784057917 0 55.185553,-79.9888186589999 36.782913251 0 43.444753,-79.9889317929999 36.782432251 0 38.427953,-79.988987793 36.7818369170001 0 32.309353,-79.98864286 36.7794789160001 0 7.977253,-79.9886417929999 36.7787005160001 0 -4.69999999950232e-005)"
Smith River 47	"LINESTRING ZM (-79.999766597 36.7860931180001 0 52.662853,-79.9986158629999 36.7865746510001 0 44.512653,-79.9970793959999 36.786963718 0 34.391853,-79.995997662 36.7869404510001 0 27.592953,-79.9937214619999 36.787626318 0 12.320953,-79.992981261 36.7875807180001 0 7.656753,-79.992126994 36.787352051 0 1.999953,-79.9918137939999 36.787306318 0 -4.69999999950232e-005)"
Smith River 48	"LINESTRING ZM (-80.0068114649999 36.7871848510001 0 99.999953,-80.006754799 36.787093117 0 99.199753,-80.0040232649999 36.7863548510001 0 81.094453,-80.002828397 36.785916517 0 72.843053,-80.0017755969999 36.785639051 0 65.882153,-80.001120864 36.7856834500001 0 61.753853,-79.999766597 36.7860931180001 0 52.662853)"
Smith River 49	"LINESTRING ZM (-80.022931869 36.7807429150001 0 99.999953,-80.0204550029999 36.7811758490001 0 95.479953,-80.0194588689999 36.781129116 0 93.700653,-80.018519668 36.7809909160001 0 91.997953,-80.0168118679999 36.7810581160001 0 88.948953,-80.015872201 36.781332116 0 87.166553,-80.015302468 36.781606249 0 85.982653,-80.0143906009999 36.7823610500001 0 83.649253,-80.013193 36.783756516 0 79.889753,-80.013078467 36.784145649 0 79.003153,-80.013105867 36.78494705 0 77.225653,-80.013588001 36.7860923170001 0 74.544853,-80.013758401 36.7863672510001 0 73.863753,-80.014782468 36.786826117 0 71.773453,-80.015380401 36.7868038510001 0 70.706053,-80.017174402 36.78625585 0 67.284253,-80.018170869 36.7861194500001 0 65.481853,-80.019223869 36.7862119170001 0 63.593053,-80.019423003 36.786372317 0 63.090453,-80.02087367 36.787060517 0 60.087253,-80.0230640039999 36.7882759170001 0 55.342253,-80.025538204 36.79006385 0 49.411153,-80.0258794709999 36.7902015180001 0 48.730453,-80.027187672 36.7912559170001 0 45.427953,-80.0272728049999 36.791439117 0 44.994353,-80.027243805 36.791851251 0 44.079153,-80.026673005 36.7929268520001 0 41.486253,-80.026217071 36.793269851 0 40.373053,-80.025505271 36.7934754520001 0 39.024553,-80.024309204 36.7936804510001 0 36.844153,-80.019640469 36.7936994510001 0 28.519853,-80.017903802 36.793743518 0 25.421953,-80.0163952679999 36.7935361180001 0 22.693253,-80.015940068 36.7933755180001 0 21.806953,-80.015286002 36.7928711180001 0 20.191253,-80.014802801 36.792367052 0 18.780153,-80.0144334679999 36.7917942510001 0 17.349553,-80.0138084009999 36.7910838510001 0 15.420053,-80.012415268 36.7898461180001 0 11.718553,-80.012187667 36.7897544510001 0 11.264753,-80.0115052 36.789318651 0 9.710853,-80.009599399 36.788423918 0 5.776053,-80.009002199 36.787965451 0 4.303953,-80.008404866 36.7876672510001 0 3.050353,-80.007153199 36.787230918 0 0.617853,-80.0068114649999 36.7871848510001 0 -4.69999999950232e-005)"
Smith River 50	"LINESTRING ZM (-80.027741405 36.781388049 0 99.999953,-80.027172271 36.781295915 0 88.243753,-80.026005604 36.7809287160001 0 62.873853,-80.02518047 36.780744848 0 45.535153,-80.022931869 36.7807429150001 0 -4.69999999950232e-005)"
Smith River 51	"LINESTRING ZM (-80.140070242 36.851832259 0 99.999953,-80.1392155089999 36.851878126 0 94.127153,-80.138759642 36.851717926 0 90.716053,-80.1379050419999 36.8512829250001 0 83.780553,-80.1357682409999 36.8508253250001 0 68.619853,-80.134942041 36.8505048590001 0 62.330253,-80.133460441 36.8496349260001 0 49.749953,-80.1312952389999 36.848490258 0 31.981153,-80.1301841059999 36.847597325 0 21.207553,-80.1289876389999 36.846498459 0 8.750153,-80.128503306 36.8459259250001 0 2.843653,-80.128389305 36.8456054580001 0 -4.69999999950232e-005)"
Smith River 52	"LINESTRING ZM (-80.1518325119999 36.837932122 0 99.999953,-80.150949445 36.8374744550001 0 96.682353,-80.150351311 36.8374059220001 0 94.774753,-80.149069444 36.8374061220001 0 90.727353,-80.148784644 36.8374749220001 0 89.788453,-80.1483859109999 36.8377497230001 0 88.129953,-80.1476737099999 36.837955923 0 85.739853,-80.14636331 36.837635656 0 81.415353,-80.1452809099999 36.8375442550001 0 77.979053,-80.142916509 36.8366975220001 0 69.806153,-80.1425177089999 36.8366975220001 0 68.546953,-80.142318442 36.8369952560001 0 67.218853,-80.1423754419999 36.837476055 0 65.321453,-80.142575042 36.837865256 0 63.667653,-80.1437431099999 36.839170123 0 57.352653,-80.14445531 36.8398111230001 0 53.976553,-80.1447688439999 36.8406353230001 0 50.590753,-80.14476891 36.840932923 0 49.421653,-80.1439145099999 36.841597123 0 45.668553,-80.142746643 36.8421696570001 0 41.349453,-80.1427753099999 36.8434976570001 0 36.131553,-80.142547443 36.8437267240001 0 34.979453,-80.141892309 36.8441160570001 0 32.407053,-80.1410949089999 36.844871724 0 28.514653,-80.1408385089999 36.8455585240001 0 25.697753,-80.140895842 36.8476650580001 0 17.420153,-80.141095509 36.8497714590001 0 9.121153,-80.140896309 36.850962125 0 4.401453,-80.140668443 36.8513972590001 0 2.546853,-80.140070242 36.851832259 0 -4.69999999950232e-005)"
Smith River 53	"LINESTRING ZM (-80.161691048 36.8441344570001 0 99.999953,-80.160494715 36.8443637240001 0 90.925653,-80.159981848 36.844157856 0 86.695853,-80.159155315 36.843310923 0 76.813953,-80.157246447 36.842762056 0 61.855453,-80.1562492469999 36.8420524570001 0 52.027953,-80.1551664469999 36.8408163230001 0 38.148853,-80.1547960459999 36.840656123 0 35.045253,-80.153713313 36.8403817230001 0 26.668453,-80.1530296459999 36.8397866560001 0 19.232353,-80.152146112 36.8385732560001 0 6.324753,-80.1518325119999 36.837932122 0 -4.69999999950232e-005)"
Smith River 54	"LINESTRING ZM (-80.171511251 36.829775053 0 99.999953,-80.171311918 36.8299125200001 0 99.059253,-80.170885117 36.8306910530001 0 95.268153,-80.1706292499999 36.83146972 0 91.679253,-80.17037325 36.8318820530001 0 89.625753,-80.17006005 36.8321568540001 0 87.965153,-80.169661317 36.8322714540001 0 86.448453,-80.166727249 36.831814654 0 75.744253,-80.16598685 36.8318835200001 0 73.074653,-80.165531249 36.8320898540001 0 71.201653,-80.165218049 36.8324791210001 0 69.135953,-80.165018915 36.8329370540001 0 66.974253,-80.165047649 36.8334408540001 0 64.726953,-80.165646049 36.833944321 0 61.624253,-80.1657601159999 36.8344250540001 0 59.443353,-80.165902849 36.8352034550001 0 55.937253,-80.166558849 36.8367602550001 0 48.612953,-80.166929517 36.837401255 0 45.463153,-80.16692985 36.838042322 0 42.606453,-80.166815916 36.8382255220001 0 41.693753,-80.16644565 36.8384088550001 0 40.136253,-80.165220916 36.8386611220001 0 35.608253,-80.164537449 36.839004856 0 32.720753,-80.1637687159999 36.8397377220001 0 28.449353,-80.163398448 36.8398981220001 0 26.942953,-80.161489848 36.8399215220001 0 20.106953,-80.161262048 36.8400361220001 0 19.144453,-80.1610058479999 36.840402522 0 17.271553,-80.160863515 36.8407919220001 0 15.463053,-80.160892249 36.841181056 0 13.725953,-80.161348715 36.8428294560001 0 6.200753,-80.161605315 36.8433788560001 0 3.585753,-80.1617478489999 36.8434933230001 0 2.864153,-80.161691048 36.8441344570001 0 -4.69999999950232e-005)"
Smith River 55	"LINESTRING ZM (-80.196733057 36.8145134490001 0 99.999953,-80.197758457 36.8146272490001 0 98.452853,-80.1984707239999 36.8150847160001 0 97.090253,-80.198955325 36.8157026490001 0 95.732153,-80.198955925 36.816252116 0 94.710653,-80.198386725 36.816825049 0 93.347453,-80.1974473239999 36.8171461160001 0 91.821753,-80.197219858 36.817398116 0 91.242953,-80.197220924 36.818680317 0 88.859153,-80.197763058 36.81984765 0 86.542653,-80.1977634579999 36.82037425 0 85.563553,-80.1972798579999 36.8208096500001 0 84.478453,-80.1969096569999 36.820878517 0 83.910553,-80.1959126579999 36.8206502510001 0 82.361253,-80.193405723 36.8196671170001 0 78.192553,-80.192949923 36.8195757170001 0 77.490453,-80.1898175219999 36.8198065180001 0 72.789253,-80.189105722 36.820035918 0 71.643153,-80.188223122 36.8204942510001 0 70.072853,-80.187739122 36.8205632510001 0 69.338153,-80.1868561209999 36.820266051 0 67.907553,-80.185944121 36.819396317 0 65.792753,-80.185402854 36.819167717 0 64.878953,-80.184235321 36.8192141170001 0 63.131853,-80.183438054 36.819420517 0 61.880053,-80.182669453 36.819924718 0 60.397453,-80.182442053 36.8204513170001 0 59.361053,-80.18252812 36.8213901180001 0 57.611053,-80.182443053 36.821985451 0 56.496953,-80.182272454 36.8222603180001 0 55.925853,-80.1819592529999 36.8224665180001 0 55.320853,-80.181589053 36.8225354510001 0 54.752953,-80.18016492 36.822284251 0 52.573953,-80.179509719 36.8219869180001 0 51.449453,-80.1781994519999 36.8215982510001 0 49.362253,-80.1772880519999 36.821507051 0 47.989653,-80.176917918 36.8217590510001 0 47.264753,-80.176661918 36.8223086510001 0 46.173653,-80.1766906519999 36.8226749180001 0 45.491353,-80.176947318 36.823247252 0 44.360253,-80.177431852 36.823750918 0 43.176553,-80.178657253 36.824872252 0 40.401753,-80.179227252 36.8255131190001 0 38.937153,-80.1796833189999 36.826360053 0 37.221353,-80.18031032 36.826863453 0 35.897053,-80.1815355209999 36.8275955190001 0 33.615653,-80.183330321 36.828258652 0 30.663753,-80.1835868539999 36.8284875190001 0 30.091053,-80.183701454 36.8294261190001 0 28.337653,-80.1836449209999 36.8299757190001 0 27.312453,-80.1834457209999 36.8302734530001 0 26.683953,-80.183132654 36.83045672 0 26.105153,-80.182506121 36.830571519 0 25.144953,-80.181907721 36.830526053 0 24.246753,-80.18130952 36.8303432530001 0 23.290353,-80.180682654 36.830022919 0 22.180353,-80.1801982539999 36.82956532 0 21.063353,-80.17914332 36.8279629190001 0 17.692853,-80.177690119 36.826864519 0 14.711953,-80.175667318 36.8259495190001 0 11.243253,-80.175069252 36.8257895190001 0 10.301353,-80.173873118 36.8259733190001 0 8.481453,-80.173474717 36.826362719 0 7.544153,-80.1733325179999 36.8267061190001 0 6.871253,-80.1733042509999 36.8272786530001 0 5.805953,-80.173475251 36.8276219200001 0 5.118553,-80.1734185179999 36.8278967190001 0 4.600653,-80.1732762519999 36.8280799190001 0 4.199153,-80.172450517 36.8285841200001 0 2.649553,-80.171938251 36.8290422530001 0 1.504353,-80.171511251 36.829775053 0 -4.69999999950232e-005)"
